0,4208,1,９,時間(おとな),5500
0,4209,1,９,時間(こども),4000
0,4205,1,６,時間(おとな),5100
0,4206,1,６,時間(こども),3800
0,4202,1,４,時間(おとな),4500
0,4203,1,４,時間(こども),3300
0,4201,1,３,時間(おとな),4000
0,0,0,Space,0,0
0,0,1,Line,0,0
0,0,0,Space,0,0
0,4216,1,平,日ゴゴイチ,2800
1,4100,1,１,回,1000
1,4102,1,２,回,2000
1,4104,1,３,回,3000
1,0,0,Space,0,0
2,4000,1,入,場券,500
2,0,0,Space,0,0
3,4999,1,特,別券,9999
3,0,0,Space,0,0
9,0,0,End of Data,0,0
